hotel_id,hotel_name,country,city,hotel_type,star_rating,total_rooms,hotel_facilities,hotel_description,nearby_attractions,latitude,longitude,website,customer_id,first_name,last_name,full_name,email,phone,birth_date,gender,country_customer,city_customer,address,postal_code,language_preference,loyalty_level_customer,registration_date,marketing_consent,booking_id,booking_date,checkin_date,checkout_date,nights,adults,children,infants,room_type,rooms_booked,booking_channel,special_requests,is_cancelled,cancellation_date,cancellation_reason,total_price,room_price,tax_amount,service_fee,paid_amount,payment_status,payment_method,booking_source,promotion_code,discount_amount,created_timestamp,updated_timestamp,created_by,booking_status,review_id,review_rating,review_title,review_text,review_date,helpful_votes,is_verified_review,reviewer_location,stay_date,trip_type,room_type_reviewed,source_system,created_at,updated_at
H00509,Roy-Mcclain,Austria,Linz,Business Hotel,4,157,"Pool,Gym,Spa",Traditional wear under court century choice. Hour news experience walk nature officer.,Shopping Mall,68.760054,-1,???,C0001158,Kaitlyn,Ingram,Kaitlyn Ingram,herbertlambert@example.com,001-201-354-3544,1951-10-16,M,Belgium,Bruges,"3524 Shari Lakes Apt. 473, Bruges",ZT 59446,de,Silver,2025-07-11,True,BKG_000000030,!!2024-11-15,2025-01-20,2025-01-28,8,4,1,1,suite,2,Web,Late check-in,True,2025-04-06,!!,908.74,241.29,44.96,57.62,128.47,Refunded,Debit Card,Direct,PROMO765,106.7,2025-01-26 16:00:25,2025-07-20 13:56:46,SYSTEM,Confirmed,REV_00000030,5,Eight compare something pass everyone.,Issue science commercial matter TV discuss mouth. Child road later town so day market forget.,2023-12-19,88,False,Aalborg,2025-01-21,Couple,suite,LegacySystem,2025-01-26 16:00:25,2025-07-20 13:56:46
H00168,"Gonzalez, Wilson and Daniels",Morocco,Casablanca,Boutique,3,206,"Pool,Gym,Spa",Appear center her management growth. American woman mouth such hold kind.,Historic Site,-47.223474,114.369331,http://tyler-scott.com/,C0003318,Wesley,Smith,Wesley Smith,davisroberta@example.com,+1-295-225-1008x19909,1948-01-12,F,Vietnam,da nang,"80755 Jennifer Ford, Da Nang",ZT 26801,es,Platinum,2025-09-30,True,BKG_000000031,2024-02-15,2026-07-09,2026-07-13,4,4,,1,double,Five,Web,No requests,True,2025-10-07,No Show,1233.65,1234.9,161.42,,562.2,PAID,Cash,TravelAgency,,166.61,2024-09-10 12:05:42,2025-05-21 19:05:43,API,,REV_00000031,5,Mrs attorney various woman player.,"Food us carry. Challenge wife pick month product call.
Factor expert wind into quality matter glass. Agency west career share yourself easy bar if.",2023-12-02,29,False,Incheon,2024-12-08,Solo,suite,,2024-09-10 12:05:42,2025-05-21 19:05:43
H00886,"Rosales, Lynn and Miller",Israel,Tel Aviv,Resort,2,452,"Pool,Gym,Spa","Treat one all else school.
Remember major soon along. Federal forward pull hold.",Shopping Mall,-20.965699,147.01571,http://porter.com/,C0002111,Lisa,HALE,Lisa HALE,ashleygonzalez@example.com,390.948.7811,1975-02-11,Other,Belgium,Bruges,"3656 Solis Spurs, Bruges",FS 27035,es,Gold,2025-07-18,True,BKG_000000032,2024-02-26,2026-01-09,2026-01-10,1,4,3,0,suite,2,Agent,,True,2025-07-21,Customer Request,1672.08,1254.79,100.34,31.23,1032.62,Refunded,Cash,TravelAgency,PROMO931,4.67,2024-02-22 01:51:31,2024-11-11 10:13:25,API,Pending,REV_00000032,1,Employee arrive light movement scientist main parent believe.,Yes relationship gun concern spend themselves oil. Listen current end election game direction.,2024-11-11,15,False,Eindhoven,2025-04-06,Solo,single,___,2024-02-22 01:51:31,2024-11-11 10:13:25
H00555,Owens Group,Slovakia,Nitra,Boutique,3,,"Pool,Gym,Spa",Serious Mrs discover college. Million hope position citizen full cup mouth.,"Beach,Museum,Park",-38.086459,81.09163,http://sullivan-martinez.com/,C0004439,Kayla,Robbins,Kayla Robbins,@gmail.com,(524)691-9091,1960-11-09,F,Austria,Innsbruck,"697 Anthony Islands, Innsbruck",RK 75416,tr,Silver,2023-02-01,True,BKG_000000033,2023-12-26,2025-03-17,2025-03-29,12,3,2,0,suite,2,Agent,Late check-in,False,,,929.46,396.2,70.6,77.93,Five,Pending,Cash,TravelAgency,NO_PROMO,53.05,2024-02-09 01:02:12,2025-10-22 11:15:50,USER,Cancelled,REV_00000033,4,Husband people day level.,"May some team benefit development capital. During lay water different.
Level believe expert activity.",2025-04-16,92,False,Presov,2024-11-22,Leisure,single,CloudBooking,2024-02-09 01:02:12,2025-10-22 11:15:50
H00190,Chen-Becker,United Arab Emirates,Ajman,Resort,3,52,"Pool,Gym,Spa",Ground in make drop. Interview its daughter attention trip term really. All your less down.,___,-80.938799,29.155218,http://www.howard.biz/,C0001217,Tyler,???,Tyler ???,amberconway@example.com,000-000-0000,1966-10-22,M,Indonesia,Bali,"14386 Steven Fall, Bali",PR 48088,tr,Gold,2024-01-23,False,BKG_000000034,2025-10-12,2025-11-26,2025-11-26,1,3,2,2,single,2,Phone,Late check-in,False,,,1830.25,1047.01,189.17,8.68,1015.37,Paid,Credit Card,Expedia,NO_PROMO,39.57,2023-13-01,2024-11-30 16:49:43,AGENT,Cancelled,REV_00000034,3,Room interesting term you boy work food trip.,!!Dark structure energy this defense. Reveal blood sense never head account look. Say cell whom expert left wide.,2024-07-27,8,False,Cork,2025-02-28,Solo,double,APIGateway,2023-13-01,2024-11-30 16:49:43
H00028,Morse-Torres,Germany,Munich,Luxury Hotel,4,139,Free WiFi,Run customer ask leader mouth policy meeting. Bank wrong military available off.,"Beach,Museum,Park",85.640703,98.574976,http://www.conrad-larson.net/,C0002462,Rachel,Arnold,Rachel Arnold,kfarley@example.org,,1954-07-04,M,Philippines,Manila,"56512 Michelle Loaf Apt. 104, Manila",JR 74555,en,Silver,2022-12-29,False,BKG_000000035,2025-09-04,2024-11-30,2024-12-13,13,2,3,1,!!single,3,Web,Late check-in,False,,,1773.76,1335.57,62.05,21.68,1021.54,Paid,Debit Card,TravelAgency,NO_PROMO,173.62,2024-05-18 10:07:29,2025-07-15 14:18:23,SYSTEM,Cancelled,REV_00000035,0,???,After young money PM determine story. Section question recently this. For skill first bit close wall.,2024-08-14,,False,Abu Dhabi,2024-11-27,Solo,single,APIGateway,2024-05-18 10:07:29,2025-07-15 14:18:23
H00920,Richardson Group,Morocco,Marrakesh,Boutique,1,462,Free WiFi,Discuss defense own forget end.,Historic Site,44.148243,-105.083031,--,C0003851,Brian,Ortega,Brian Ortega,jamescole@example.com,+1-699-554-7776x0717,1962-07-11,Other,Turkey,Istanbul,"23797 Garcia Points, Istanbul",UZ 63572,tr,   ,2024-12-12,True,BKG_000000036,2024-04-30,2025-11-30,2025-12-09,9,3,2,2,suite,1,Phone,,False,,,821.13,569.92,59.99,27.17,739.85,Failed,PayPal,   ,NO_PROMO,137.58,2025-03-14 12:33:50,2025-09-16 09:51:14,USER,Pending,REV_00000036,3,Cold energy its might along accept season.,Fund feeling day involve. Well recently owner market.,2025-08-20,50,True,Eilat,2025-10-10,Family,suite,LEGACYSYSTEM,2025-03-14 12:33:50,2025-09-16 09:51:14
H00932,Castillo Ltd,Nigeria,Lagos,Budget Hotel,1,442,"Pool,Gym,Spa",Guy interesting company every. Agency thing upon air deal. The will mention.,Shopping Mall,-17.637105,36.520463,https://aguilar.com/,C0001058,Gregory,Hull,Gregory Hull,angela14@example.com,317.740.0902x954,1978-09-26,F,Egypt,ALEXANDRIA,"02205 Rachael Burgs, Alexandria",RD 77433,tr,Platinum,2023-03-05,True,BKG_000000037,2025-05-22,2026-03-18,2026-03-26,8,3,0,1,suite,2,Mobile App,No requests,True,2025-02-12,,1150.44,620.87,-1,17.86,129.23,Failed,credit card,Booking.com,PROMO305,179.64,2025-05-25 17:09:46  ,2025-04-19 03:24:24,AGENT,Cancelled,REV_00000037,2,Listen behavior yes name debate black summer.,Assume hope hair still over movie. Pay firm authority red political.,2025-05-08,8,False,Da Nang,2024-11-10,Family,double,APIGateway,2025-05-25 17:09:46  ,2025-04-19 03:24:24
   ,Smith-Cooper,Chile,Santiago,Luxury Hotel,1,306,"Pool,Gym,Spa",Factor fish financial fight last. Push set little positive save give.,Shopping Mall,-3.130252,-92.777841,http://www.reynolds.com/,C0004691,Marcus,Smith,Marcus Smith,randyholden@example.com,878-328-7362,1954-11-10,M,Kenya,Nakuru,"654 Anthony Lake Suite 697, Nakuru",XV 43310,es,Gold,2024-01-24,False,BKG_000000038,2024-09-06,2025-05-17,2025-05-18,1,1,2,9999,double,1,Mobile App,Late check-in,True,2025-06-10,Customer Request,1006.54,1130.87,Five,61.49,119.84,Pending,Credit Card,Expedia,PROMO698,197.49,2025-07-20 16:45:34,2025-04-04 04:50:59,USER,Pending...,REV_00000038,2,Very know pressure else happen practice.,"Structure development simply class people now. These east professor approach drug.
Every edge wait address attack.",2023-11-09,58,False,Athens,2025-04-15,Business,suite,MobileApp,2025-07-20 16:45:34,2025-04-04 04:50:59
H00644,Hansen-Mercado,Singapore,Singapore,City Hotel,3,311,Restaurant,Standard local full act only. Since respond only whom who. Eat name open ok never into successful.,"Beach,Museum,Park",-5.290972,169.274905,https://shepherd.info/,C0004971,Thomas,MORRIS,Thomas MORRIS,tommythompson@example.net,000-000-0000,1957-11-23,M,Argentina,Córdoba,"54994 Rivera View, Córdoba",VZ 23900,en,Gold,2023-09-09,True,BKG_000000039,2024-02-08,2025-08-23,2025-09-02,10,3,3,0,single,2,Web,Extra bed,False,,,1748.4,412.35,99.81,77.08,568.57,Pending,Credit Card,Expedia...,PROMO892,128.46,2025-08-12 01:01:22,2025-03-30 13:57:11,API,Confirmed,REV_00000039,5,Beat much alone according own.,Color capital reality above name all trade security. Agent will against any appear you notice. Civil western director boy exist do approach pass.,2025-08-12,80,False,Giza,2025-04-18,Solo...,suite,APIGateway,2025-08-12 01:01:22,2025-03-30 13:57:11
H00988,Anderson Ltd,Colombia, Medellín ,Luxury Hotel,5,22,"Pool,Gym,Spa",Wait involve bring for baby through common page. Value sign others imagine.,"Beach,Museum,Park",-31.518824,-81.850336,https://davis.com/,C0003835,Jeremy,Blair,Jeremy Blair,millerchelsea@example.com,2243731751,1952-05-25,   ,Spain,Granada,"833 Jeffrey Unions Suite 661, Granada",LY 25876,en,Bronze,2025-10-23,True,BKG_000000040,2024-07-01,2026-05-22,2026-05-24,2,2,3,1,single,2,Agent,,True,2025-06-02,Hotel Closed,791.13,670.4,145.17,40.27,568.18,Refunded,Cash,TravelAgency,PROMO494,0.95,2025-09-20 18:55:48,2024-11-20 07:46:43,API,Confirmed,REV_00000040,2,What citizen firm who huge.,"Draw put six however. Personal box well work floor.
Girl become stage head. Radio somebody meet office star sea. Minute price raise should.",2024-11-28,94,True,Lisbon,"Jan 32, 2025",Business,double,LegacySystem,2025-09-20 18:55:48,2024-11-20 07:46:43
H00016,"Contreras, Morris and Shannon",Turkey,Izmir,Budget Hotel,4,254,Free WiFi,Keep answer always partner work possible fly. Career record edge. Treat better watch chance.,"Beach,Museum,Park",21.273847,51.818012,http://steele-hoffman.com/,C0003872,Heather,Evans,heather evans,@gmail.com,823.963.7572x0058,1970-10-09,Other,Malaysia...,Kuala Lumpur,"729 Julie Street, Kuala Lumpur",UN 67660,de,Platinum,2024-03-10,,BKG_000000041,2025-05-09,2025-01-04,2025-01-15,11,3,2,2,suite,1,Phone,No requests,True,2025-04-29,,104.73,941.64,48.52,44.29,36.33,Paid,Debit Card,Airbnb,PROMO173,31.46,2024-10-28 23:03:49,2025-09-17 00:42:44,AGENT,Pending,REV_00000041,1,Choose maybe personal tell increase every PM.,leave design position leader according certain note better. foreign story of natural quality big.,2024-07-22,18,True,   ,2025-01-21,Solo,suite,LegacySystem,2024-10-28 23:03:49,2025-09-17 00:42:44
H00066,Bell-Torres,INDONESIA,Bandung,City Hotel,5,312,Free WiFi,Woman type person mother speak four rate. Case environment water class financial resource prepare.,Historic Site,39.039704,114.708673,http://www.moody.com/,C0003476,Aaron,Potter...,Aaron Potter...,jramirez@example.net,+1-819-563-9833x413,2004-10-11,Other,Japan,Tokyo,"073 Rodriguez Garden, Tokyo",XW 70768,de,,2024-04-01,True,BKG_000000042,0000-00-00,2026-04-22,2026-04-24,2,4,9999,,???,1,Mobile App,Late check-in,True,2025-03-26,,1991.86,339.4,166.71,36.13,376.17,Failed,Credit Card,Airbnb,PROMO521,170.9,2024-04-02 20:07:59,2025-08-10 12:47:25,SYSTEM,Confirmed,REV_00000042,4,Teach hold poor decade.,Old goal threat realize. None travel commercial yard. Age record realize newspaper finish tonight.,2025-04-18,63,True,Copenhagen,2025-08-21,Family,double,LegacySystem,2024-04-02 20:07:59,2025-08-10 12:47:25
H00107,Howard Inc,Colombia,Bogotá,Luxury Hotel,3,138, Restaurant ,Plan present employee movie. Since off option will.,"Beach,Museum,Park",-5.949792,86.20856,http://juarez-simmons.com/,C0001433,Jim,Jenkins, Jim Jenkins ,,893.940.6442,1962-08-09,Other,Peru,Cusco,"4963 Brooks River Apt. 304, Cusco",KJ 66118,de,Bronze,2025-02-20,False,BKG_000000043,02/30/2025,2026-01-11,2026-01-19,8,2,2,1,double,3,Phone,Extra bed,True,2025-04-22,No Show,1044.11,609.36,83.57,12.2,551.57,Pending,Debit Card,Direct,PROMO119,175.33,2024-07-08 21:55:08,2025-10-01 15:55:46,SYSTEM,Cancelled,REV_00000043,4,Manage vote event close.,Suddenly present where information. Woman network student couple born or woman. Difficult above from administration success both improve.,2025-04-01,54,True,Davao,2025-04-07,Leisure,suite,CloudBooking,2024-07-08 21:55:08,2025-10-01 15:55:46
H00209,Collins-Cruz,Belgium, Ghent ,Resort,1,244,"Pool,Gym,Spa",Until keep imagine. Exactly somebody he piece.,Historic Site,Ten,-61.083343,https://www.byrd.com/,C0001977,Collin,Jones,Collin Jones,umurphy@example.com,2793180522,1989-10-19,Other,Italy,Florence,"42937 James Junctions, Florence",OC 67664,es,Bronze,2025-10-01,False,BKG_000000044,2025-08-16,2026-07-12,2026-07-25,13,,2,2,suite,2,Mobile App,,True,2025-08-02,,9999,911.65,201.49,9.52,6906.75,Pending,Debit Card,Booking.com,,68.67,2024-04-20 11:04:02,2025-08-09 09:36:04,USER,Confirmed,REV_00000044,1,Away stand find network where article.,"Consumer place whatever authority measure. Strategy between street him chair Democrat. Wind billion on.
Everyone shake hair.",2025-04-04,7,False,Riyadh,2025-04-15,Business,single,APIGateway,2024-04-20 11:04:02,2025-08-09 09:36:04
H00497,"Chung, Baird and Allen",Saudi Arabia,Jeddah,Business Hotel,4,125, Free WiFi ,General without forward wonder require energy. Nearly ground strong stand.,Shopping Mall,15.463717,52.264157,https://www.wilson-bernard.info/,C0004396,Brooke,Howard,Brooke Howard,dsmith@example.net,(907)428-3615,1967-03-28,M,Egypt,Luxor,"0050 White Garden, Luxor",BP 28090,fr,,2023-03-14,True,BKG_000000045,2024-03-22,2025-04-24,"Jan 32, 2025",5,2,0,0,single,1,Web,Extra bed,False,,,731.08,675.04,-1,22.82,396.91,Failed,Debit Card,Airbnb,,Five,2025-07-02 15:58:47,2025-03-07 20:17:10,USER,___,REV_00000045,4,Hotel baby network.,Hundred world community contain. Throw matter positive party.,2024-01-18,52,False,Rhodes,2025-09-26,Leisure,suite,MobileApp,2025-07-02 15:58:47,2025-03-07 20:17:10
H00526,Hurley LLC,Indonesia,Jakarta,Luxury Hotel,2,30,"Pool,Gym,Spa",Charge particularly these. Sister final throughout everyone back window step.,Shopping Mall,Ten,60.764067,http://garner-russell.com/,C0001850,???,Garcia,??? Garcia,nicolecoleman@example.com,123-456-7890,0000-00-00,Other,Canada,Calgary,"38805 Chapman Street Apt. 766, Calgary",WJ 80431,en,Silver,2023-11-18,False,BKG_000000046,2024-09-04,2025-12-27,2025-12-30,3,2,0,0,single,3,Phone,Late check-in,False,,,1766.31,108.79,226.3,56.99,728.63, Pending ,Cash,Direct,NO_PROMO,79.73,2024-03-09 21:01:14,2024-11-26 08:50:15,SYSTEM,Cancelled,REV_00000046,2,Along seem seek administration.,Turn now have. Strong position commercial become. Factor bed small together American affect enter.,2024-11-24,38,False,Montreal,2025-07-11,Couple,suite,MobileApp,2024-03-09 21:01:14,2024-11-26 08:50:15
H00382,???,Croatia,Split,City Hotel,2,9999,Restaurant,"Much night able go authority.
Agent west how anyone. Hour family increase pull.",Historic Site,-33.167871,59.041783,https://www.brennan-mason.com/,C0001254,   ,Anthony,    Anthony,daniel47@example.com,774-646-9199,1947-11-07,M,???,Marseille,"42147 Miranda Parkway Apt. 911, Marseille",KK 53690,de,Platinum,2025-07-12,False,BKG_000000047,2024-03-03,2026-08-31,2026-09-09,9,2,1,1,suite,1,,,False,,,244.74,621.49,66.46,27.9,57.25,Pending,PayPal,TravelAgency,NO_PROMO,Five,"Jan 32, 2025",2025-09-03 23:12:52,SYSTEM,Cancelled,REV_00000047,1,Race color stock play yourself value.,Social why class treatment know. Character without focus race music movement option.,2023-11-01,29,False...,Salzburg,2025-06-30,Couple,single,CloudBooking,"Jan 32, 2025",2025-09-03 23:12:52
H00644,Mendoza-Martin,Germany,Frankfurt,Business Hotel,1,99,"Pool,Gym,Spa",Our toward figure professional.,Shopping Mall...,59.611257,-113.2479,https://www.ponce.org/,C0002857,Brian,Hart,Brian Hart,andreclark@example.com,919.259.8121x01700,1969-07-15,M,Peru,Lima,"5245 Sarah Common Suite 512, Lima",IA 93835,fr,Silver,2025-01-06,True,BKG_000000048,2025-02-26,,2025-07-27,6,3,2,2,single,1,Agent,Late check-in,False,,,1981.1,912.65,96.45,1.07,633.65,Paid,Debit Card,Airbnb,NO_PROMO,84.83,2024-10-16 17:54:23,2024-11-01 14:26:11,USER,Confirmed,REV_00000048,4,Phone model writer base year.,Compare answer lose special house southern rest old. Someone little join city should feel. Rate rich large.,2025-06-23,8,False,Pecs,2024-11-29,Leisure,single,CloudBooking,2024-10-16 17:54:23,2024-11-01 14:26:11
H00409,Blackburn and Sons,Philippines,Makati,Budget Hotel,2,291,"Pool,Gym,Spa",Serious color increase audience. Conference bad attack quickly understand purpose institution.,Shopping Mall,13.833439,-77.290924,https://www.arnold.com/,C0004665,Emily,Jones,Emily Jones,greenematthew@example.org,(901)858-4265,1946-08-31,F,Czech Republic,Plzen,"33281 Emily Turnpike, Plzen",BD 42380,en,Silver,2024-04-08,True,BKG_000000049,2025-06-23,2026-09-19,2023-13-01,6,4,0,0,double,3,Agent,No requests,False,,,1294.54,447.94,68.79,47.37,489.02,Failed,Credit Card,Direct,PROMO702,90.15,2023-12-25 05:15:52,2025-01-22 09:30:41,USER,Pending,REV_00000049,1,Believe center claim meeting become.,"Image throw put late within task power.
Modern southern mean character. Rest risk law treat language.",2024-11-19,31,True,Tokyo,2025-05-09,Business,single,MobileApp,2023-12-25 05:15:52,2025-01-22 09:30:41
H00909,Pratt PLC,Morocco,marrakesh,Business Hotel,1,474,"Pool,Gym,Spa",Specific trade unit international get work include.,"Beach,Museum,Park",15.307188,-69.794881,https://lewis.com/,C0002549,Robert,Miles,Robert Miles,matthewmathews@example.org,979-996-9385x6861,1997-12-14,M,Colombia,Medellín,"095 Joseph Wall Suite 235, Medellín",BX 66147,fr,Platinum,2024-04-15,True,BKG_000000050,2025-05-23,2026-07-09,2026-07-20,11,2,0,0,double,3,Mobile App,Late check-in,False,,,1181.27,1257.74,106.16,,846.3,Paid,Debit Card,TravelAgency,,74.84,2025-09-02 06:16:07,2024-12-05 13:25:30,AGENT,Confirmed,REV_00000050,1,Check difficult turn boy reflect.,Inside body energy ground success. Attack safe sign weight conference administration girl.,2025-03-03,22,False,Abu Dhabi,2025-03-07,Leisure,suite,APIGateway,2025-09-02 06:16:07,2024-12-05 13:25:30
H00269,Garcia-Moody,Italy,Milan,Boutique,1,234,Free WiFi,To hit service drive similar big age. Leg night effect public.,Historic Site,13.860165,95.801414,https://saunders.info/,C0002637,Michelle,Foster,Michelle Foster,yclay@example.org,738-740-0136,2000-03-09,F,Colombia,Barranquilla,"06873 Stephens Drives Apt. 047, Barranquilla",RP 76259,fr,Bronze,2024-10-29,???,BKG_000000051,2024-06-20,2025-06-28,2025-07-08,10,2,0,1,suite,2,Agent,Extra bed,True,,,837.5,478.91,269.53,98.49,243.58,Refunded,Cash,,PROMO698,164.84,2024-06-05 20:33:26,2025-02-11 18:36:20,USER,Confirmed,REV_00000051,4,Piece person political place one couple.,Center effect degree have part. Education speak general.,2025-03-04,97,True,Los Angeles,2025-04-26,Couple,single,MobileApp,2024-06-05 20:33:26,2025-02-11 18:36:20
H00863,Ferguson-Nelson,Mexico,Monterrey,Boutique,3,225,"Pool,Gym,Spa",You region paper out brother. Assume newspaper leave my scene really like. Several process same.,Historic Site,36.319619,136.989251,http://www.johnson.org/,C0003819,Christopher,Lopez,Christopher Lopez,collinsstacie@example.com,+1-206-923-3788x5266,1994-03-19,F,Egypt,Luxor,"08959 Norma Keys Apt. 749, Luxor",ZM 34511,en,Gold,2023-08-01,False,BKG_000000052,2025-08-26,2025-03-13,2025-03-16,3,2,0,2,suite,2,Mobile App,Late check-in,True,2025-01-31,Hotel Closed,614.59,728.23,227.36,55.59,586.58,Paid,Credit Card,!!Booking.com,,141.15,2024-07-07 06:26:22,2025-07-12 23:51:50,API,Cancelled,REV_00000052,3,Play once find hundred behind.,Must right bank per young it. Back none him process entire big. Which play yes friend.,2024-04-11,18,True,Surabaya,2025-06-20,Business,single,LegacySystem,2024-07-07 06:26:22,2025-07-12 23:51:50
